xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC537518,Geopelia striata,Perkutut Jawa,Zebra Dove,Indonesia,"Kecamatan Kandis, Siak, Riau",B,call,Advento,2019-02-27,0:13,https://xeno-canto.org/537518,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC528907,Geopelia striata,Perkutut Jawa,Zebra Dove,Singapore,"West Coast Area, Singapore",B,call,Okamoto Keita Sin,2018-04-21,3:19,https://xeno-canto.org/528907,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC522909,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Lingga River nr bridge, Alor Gajah District (near  Kuala Sungai Baru), Malacca",B,song,Frank Lambert,2020-01-23,2:04,https://xeno-canto.org/522909,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC462874,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"SS 22, Petaling Jaya, Selangor",B,call,Salocin.TEN,2019-03-23,0:38,https://xeno-canto.org/462874,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC461650,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"ตำบล บางม่วง, อำเภอ ตะกั่วป่า, พังงา",B,call,Stephan Risch,2019-02-14,0:09,https://xeno-canto.org/461650,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC447638,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Tambon Mae Win, อำเภอ แม่วาง, Chang Wat Chiang Mai",B,song,Albert Lastukhin,2018-11-18,0:40,https://xeno-canto.org/447638,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC445754,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Sibu Lake Garden, Bahagian Sibu, Sarawak",B,song,Hobart WQH,2018-12-12,0:15,https://xeno-canto.org/445754,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC439488,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",B,"call, song, display call or song",Hobart WQH,2018-10-20,0:14,https://xeno-canto.org/439488,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC434900,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Bangkok, Krung Thep Maha Nakhon",B,song,Greg Irving,2018-09-20,2:44,https://xeno-canto.org/434900,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC434301,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",B,song,Hobart WQH,2018-09-16,0:20,https://xeno-canto.org/434301,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC404001,Geopelia striata,Perkutut Jawa,Zebra Dove,Seychelles,"La Digue, La Digue",B,song,Ross Gallardy,2017-10-26,0:14,https://xeno-canto.org/404001,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC400874,Geopelia striata,Perkutut Jawa,Zebra Dove,France,"Kiosques de Bras-Long, Entre-Deux, Reunion Island",B,song,Cedric Mroczko,2017-09-24,0:13,https://xeno-canto.org/400874,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC397190,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",B,"call, investigative",Werzik,2017-12-28,0:45,https://xeno-canto.org/397190,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC382147,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Lampang, Mueang Lampang District, Lampang",B,song,Somkiat Pakapinyo (Chai),2017-08-06,0:09,https://xeno-canto.org/382147,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC364380,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Pun-Pun Organic Farm, Amphoe Mae Taeng, Chang Wat Chiang Mai",B,song,Eric DeFonso,2016-01-19,0:04,https://xeno-canto.org/364380,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC360136,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Tambon Mueang Kao, Amphoe Mueang Sukhothai, Chang Wat Sukhothai",B,song,Bernard BOUSQUET,2017-01-27,0:21,https://xeno-canto.org/360136,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC352051,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Malaysian Rubber Research Institute, Selangor",B,"call, song",Greg Irving,2017-01-16,1:53,https://xeno-canto.org/352051,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC348091,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Tambon Khao Khram, Amphoe Mueang Krabi, Chang Wat Krabi",B,song,Tero Linjama,2008-12-22,0:21,https://xeno-canto.org/348091,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC347813,Geopelia striata,Perkutut Jawa,Zebra Dove,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",B,call,Derek Paulo,2016-12-11,0:18,https://xeno-canto.org/347813,https://creativecommons.org/licenses/by-sa/4.0/,https://creativecommons.org/licenses/by-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC347812,Geopelia striata,Perkutut Jawa,Zebra Dove,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",B,call,Derek Paulo,2016-12-10,0:18,https://xeno-canto.org/347812,https://creativecommons.org/licenses/by-sa/4.0/,https://creativecommons.org/licenses/by-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC347811,Geopelia striata,Perkutut Jawa,Zebra Dove,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",B,call,Derek Paulo,2016-11-27,0:44,https://xeno-canto.org/347811,https://creativecommons.org/licenses/by-sa/4.0/,https://creativecommons.org/licenses/by-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC345584,Geopelia striata,Perkutut Jawa,Zebra Dove,Philippines,"Puerto Galera, Oriental Mindoro, MIMAROPA",B,song,Albert Lastukhin &amp; Yuri Glushchenko,2016-10-20,0:10,https://xeno-canto.org/345584,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC342490,Geopelia striata,Perkutut Jawa,Zebra Dove,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",B,call,Derek Paulo,2016-02-11,0:20,https://xeno-canto.org/342490,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC328022,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Makawao, Maui County, Hawaii",B,"call, song",Thomas G. Graves,2016-06-13,4:55,https://xeno-canto.org/328022,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC307402,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,Forest Research Institute Malaysia FRIM,B,song,Paulo Alves,2015-08-02,0:11,https://xeno-canto.org/307402,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC304320,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"KSNP; Kuala Selangor, Selangor",B,call,Benj Smelt ,2016-01-05,0:04,https://xeno-canto.org/304320,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC303939,Geopelia striata,Perkutut Jawa,Zebra Dove,Vietnam,"tx. Ninh Hòa, Khánh Hòa",B,song,Albert Lastukhin &amp; Yuri Glushchenko,2016-01-08,0:10,https://xeno-canto.org/303939,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC302526,Geopelia striata,Perkutut Jawa,Zebra Dove,Vietnam,"Natural Heritage Area Trang, Diên Khánh, Khánh Hòa",B,song,Albert Lastukhin &amp; Yuri Glushchenko,2016-01-08,0:44,https://xeno-canto.org/302526,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC290487,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Kuala Selangor, Selangor",B,song,Peter Boesman,2014-06-09,0:14,https://xeno-canto.org/290487,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC290486,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Kuala Selangor, Selangor",B,song,Peter Boesman,2014-06-09,0:18,https://xeno-canto.org/290486,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC290485,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Kuala Selangor, Selangor",B,song,Peter Boesman,2014-06-08,0:25,https://xeno-canto.org/290485,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC240597,Geopelia striata,Perkutut Jawa,Zebra Dove,Cambodia,"Bakan, Pursat",B,"call, song",Mike Nelson,2015-02-11,0:23,https://xeno-canto.org/240597,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC205818,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Kuliou'ou trail, Oahu, Hawaii",B,"call, sound from flushing",Ross Gallardy,2014-12-07,0:03,https://xeno-canto.org/205818,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC203389,Geopelia striata,Perkutut Jawa,Zebra Dove,Mauritius,"Curepipe, Plaines Wilhems",B,"call, song",Albert Lastukhin &amp; Alexandr Shirjaev,2014-11-18,1:07,https://xeno-canto.org/203389,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC203258,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Kaneohe, Honolulu County, Hawaii",B,song,Ross Gallardy,2014-11-21,0:40,https://xeno-canto.org/203258,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC198974,Geopelia striata,Perkutut Jawa,Zebra Dove,Mauritius,"Port Louis, Port Louis, Port Louis",B,song,Albert Lastukhin &amp; Alexandr Shirjaev,2014-10-16,0:15,https://xeno-canto.org/198974,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC192181,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Kuala Selangor, Selangor",B,call,Mike Nelson,2014-07-24,0:31,https://xeno-canto.org/192181,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC192180,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Kuala Selangor, Selangor",B,call,Mike Nelson,2014-07-24,0:06,https://xeno-canto.org/192180,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC175520,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Waikoloa Village, Big Island, Hawaii",B,"call, song",Dan Lane,2014-04-13,2:52,https://xeno-canto.org/175520,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC175251,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Kilauea Lodge, Volcano NP, Hawai'i (Big Island), HA",B,"call, song",Dan Lane,2014-04-11,0:57,https://xeno-canto.org/175251,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC175250,Geopelia striata,Perkutut Jawa,Zebra Dove,United States,"Waikoloa Village, Big Island, Hawaii",B,song,Dan Lane,2014-04-11,0:40,https://xeno-canto.org/175250,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC157267,Geopelia striata,Perkutut Jawa,Zebra Dove,Cambodia,"Chhrieave, nr Siem Reap",B,song,Frank Lambert,2013-03-13,0:24,https://xeno-canto.org/157267,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC151610,Geopelia striata,Perkutut Jawa,Zebra Dove,Indonesia,"Serangan island (center), Bali",B,song,Bruno Durand,2013-10-16,1:42,https://xeno-canto.org/151610,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC100269,Geopelia striata,Perkutut Jawa,Zebra Dove,Seychelles,"Baie Beau Vallon, Mahe, Seychelles",B,song,Rory Nefdt,2012-04-22,0:36,https://xeno-canto.org/100269,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC94364,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Laem Phak Bia, mangrove boat launch, Phetchaburi",B,call,Mike Nelson,2012-01-23,0:06,https://xeno-canto.org/94364,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://creativecommons.org/licenses/by-nc-nd/2.5/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC94363,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Pakarung Guest House, Muang Phetchaburi",B,song,Mike Nelson,2012-01-23,0:18,https://xeno-canto.org/94363,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC94362,Geopelia striata,Perkutut Jawa,Zebra Dove,Thailand,"Pakarung Guest House, Muang Phetchaburi",B,song,Mike Nelson,2012-01-23,0:15,https://xeno-canto.org/94362,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://creativecommons.org/licenses/by-nc-nd/2.5/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC88906,Geopelia striata,Perkutut Jawa,Zebra Dove,Cambodia,"Sorng Rokavorn Community Forest, Oddar Meanchey Province",B,song,Frank Lambert,2010-11-27,0:05,https://xeno-canto.org/88906,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC88905,Geopelia striata,Perkutut Jawa,Zebra Dove,Cambodia,"Sorng Rokavorn Community Forest, Oddar Meanchey Province",B,song,Frank Lambert,2010-11-27,0:05,https://xeno-canto.org/88905,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC78420,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Lukut Mangroves, Negri Sembilan ",B,song,Frank Lambert,2011-05-04,0:36,https://xeno-canto.org/78420,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC46439,Geopelia striata,Perkutut Jawa,Zebra Dove,Taiwan,"Weiwoying Park, Kaohsiung, Taiwan",B,?,Kuan-Chieh Hung,2010-04-09,0:05,https://xeno-canto.org/46439,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC40043,Geopelia striata,Perkutut Jawa,Zebra Dove,Singapore,Singapore Botanic Gardens,B,song,Patrik Åberg,2009-06-26,0:41,https://xeno-canto.org/40043,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://creativecommons.org/licenses/by-nc-sa/3.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC34689,Geopelia striata,Perkutut Jawa,Zebra Dove,Malaysia,"Tempasuk paddyfields, Kota Belud, Sabah, Borneo ",B,song,Sander Pieterse,2009-03-16,0:06,https://xeno-canto.org/34689,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://creativecommons.org/licenses/by-nc-nd/2.5/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC27662,Geopelia striata,Perkutut Jawa,Zebra Dove,Cambodia,Ang Trapeang Thmaw,B,song,David Edwards,2008-02-00,0:33,https://xeno-canto.org/27662,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://creativecommons.org/licenses/by-nc-nd/2.5/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC1087832,Geopelia striata,Perkutut Jawa,Zebra Dove,Singapore,Singapore,C,song,Zsombor Károlyi,2024-04-30,0:11,https://xeno-canto.org/1087832,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC1051084,Geopelia striata,Perkutut Jawa,Zebra Dove,Myanmar,"Hpa-An, Hpa-An, Kayin State",C,song,Thet Zaw Naing,2018-04-20,0:32,https://xeno-canto.org/1051084,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC1010542,Geopelia striata,Perkutut Jawa,Zebra Dove,Mauritius,"Black River Gorges National Park (near  Chamouny), Savanne District",C,song,Jaroslav Zeman,2025-05-26,0:17,https://xeno-canto.org/1010542,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC1009989,Geopelia striata,Perkutut Jawa,Zebra Dove,Mauritius,"Vacoas-Phoenix, Plaines Wilhems District",C,song,Jaroslav Zeman,2025-05-24,0:17,https://xeno-canto.org/1009989,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC1003700,Geopelia striata,Perkutut Jawa,Zebra Dove,Indonesia,"National Monument Park, Central Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",C,call,Lucas-Chen,2025-05-21,0:17,https://xeno-canto.org/1003700,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
