filename,spesies,frekuensi_dominan_hz,frekuensi_fundamental_hz
Geopelia striata_f117_c6_rain.png,Geopelia striata,4399.96,1067.87
Geopelia striata_f117_c6_wind.png,Geopelia striata,1955.99,1074.06
Geopelia striata_f117_c7.png,Geopelia striata,2584.55,620.46
Geopelia striata_f117_c7_rain.png,Geopelia striata,4142.41,627.67
Geopelia striata_f117_c7_wind.png,Geopelia striata,2470.95,616.88
Geopelia striata_f117_c8.png,Geopelia striata,2565.5,1037.47
Geopelia striata_f117_c8_rain.png,Geopelia striata,4292.45,959.65
Geopelia striata_f117_c8_wind.png,Geopelia striata,2306.9,1061.72
Geopelia striata_f117_c9.png,Geopelia striata,2155.53,1028.53
Geopelia striata_f117_c9_rain.png,Geopelia striata,3310.02,1061.72
Geopelia striata_f117_c9_wind.png,Geopelia striata,1817.99,1049.53
Geopelia striata_f118_c1.png,Geopelia striata,1862.38,200.0
Geopelia striata_f118_c1_rain.png,Geopelia striata,3057.77,200.0
Geopelia striata_f118_c1_wind.png,Geopelia striata,1785.79,200.0
Geopelia striata_f118_c2.png,Geopelia striata,1975.67,200.0
Geopelia striata_f118_c2_rain.png,Geopelia striata,2489.29,200.0
Geopelia striata_f118_c2_wind.png,Geopelia striata,2009.25,200.0
Geopelia striata_f119_c1.png,Geopelia striata,3753.44,3255.94
Geopelia striata_f119_c1_rain.png,Geopelia striata,4237.35,3351.34
Geopelia striata_f119_c1_wind.png,Geopelia striata,3570.45,3293.77
Geopelia striata_f119_c2.png,Geopelia striata,3915.29,3181.57
Geopelia striata_f119_c2_rain.png,Geopelia striata,4271.7,3163.24
Geopelia striata_f119_c2_wind.png,Geopelia striata,3655.29,6549.59
Geopelia striata_f119_c3.png,Geopelia striata,3750.24,3200.0
Geopelia striata_f119_c3_rain.png,Geopelia striata,3949.81,3218.54
Geopelia striata_f119_c3_wind.png,Geopelia striata,3467.6,2968.51
Geopelia striata_f119_c4.png,Geopelia striata,2410.13,2917.51
Geopelia striata_f119_c4_rain.png,Geopelia striata,4414.22,3029.15
Geopelia striata_f119_c4_wind.png,Geopelia striata,2636.33,2943.01
Geopelia striata_f11_c1.png,Geopelia striata,3380.81,2467.54
Geopelia striata_f11_c10.png,Geopelia striata,3337.42,2418.24
Geopelia striata_f11_c10_rain.png,Geopelia striata,3849.6,2644.64
Geopelia striata_f11_c10_wind.png,Geopelia striata,3150.47,2362.93
Geopelia striata_f11_c11.png,Geopelia striata,3554.4,2722.13
Geopelia striata_f11_c11_rain.png,Geopelia striata,3866.26,2722.13
Geopelia striata_f11_c11_wind.png,Geopelia striata,3194.52,2525.21
Geopelia striata_f11_c12.png,Geopelia striata,2984.09,2722.13
Geopelia striata_f11_c12_rain.png,Geopelia striata,3771.31,2690.87
Geopelia striata_f11_c12_wind.png,Geopelia striata,3153.27,2690.87
Geopelia striata_f11_c1_rain.png,Geopelia striata,3621.38,2467.54
Geopelia striata_f11_c1_wind.png,Geopelia striata,3262.78,2453.33
Geopelia striata_f11_c2.png,Geopelia striata,3221.68,2599.21
Geopelia striata_f11_c2_rain.png,Geopelia striata,3488.37,2599.21
Geopelia striata_f11_c2_wind.png,Geopelia striata,3117.95,2659.96
Geopelia striata_f11_c3.png,Geopelia striata,3625.5,201.16
Geopelia striata_f11_c3_rain.png,Geopelia striata,3903.92,2675.37
Geopelia striata_f11_c3_wind.png,Geopelia striata,3610.58,201.16
Geopelia striata_f11_c4.png,Geopelia striata,3110.62,1025.56
Geopelia striata_f11_c4_rain.png,Geopelia striata,4090.14,1031.5
Geopelia striata_f11_c4_wind.png,Geopelia striata,3036.06,1019.65
Geopelia striata_f11_c5.png,Geopelia striata,3138.65,2539.84
Geopelia striata_f11_c5_rain.png,Geopelia striata,3736.64,2554.55
Geopelia striata_f11_c5_wind.png,Geopelia striata,2893.5,2510.67
Geopelia striata_f11_c6.png,Geopelia striata,3428.14,2629.41
Geopelia striata_f11_c6_rain.png,Geopelia striata,3976.87,2629.41
Geopelia striata_f11_c6_wind.png,Geopelia striata,2938.42,2584.24
Geopelia striata_f11_c7.png,Geopelia striata,3301.88,2675.37
Geopelia striata_f11_c7_rain.png,Geopelia striata,3692.87,2675.37
Geopelia striata_f11_c7_wind.png,Geopelia striata,2970.25,2675.37
Geopelia striata_f11_c8.png,Geopelia striata,3157.84,2554.55
Geopelia striata_f11_c8_rain.png,Geopelia striata,3398.46,2576.8
Geopelia striata_f11_c8_wind.png,Geopelia striata,3082.22,2614.31
Geopelia striata_f11_c9.png,Geopelia striata,3337.11,2481.83
Geopelia striata_f11_c9_rain.png,Geopelia striata,3503.06,2411.18
Geopelia striata_f11_c9_wind.png,Geopelia striata,3260.48,2510.67
Geopelia striata_f120_c1.png,Geopelia striata,1756.76,200.0
Geopelia striata_f120_c1_rain.png,Geopelia striata,2460.48,200.0
Geopelia striata_f120_c1_wind.png,Geopelia striata,1663.39,200.0
Geopelia striata_f120_c2.png,Geopelia striata,1902.19,200.0
Geopelia striata_f120_c2_rain.png,Geopelia striata,2641.69,200.0
Geopelia striata_f120_c2_wind.png,Geopelia striata,1790.45,200.0
Geopelia striata_f120_c3.png,Geopelia striata,1990.44,200.0
Geopelia striata_f120_c3_rain.png,Geopelia striata,2794.0,200.0
Geopelia striata_f120_c3_wind.png,Geopelia striata,1922.81,200.0
Geopelia striata_f120_c4.png,Geopelia striata,1715.32,200.0
Geopelia striata_f120_c4_rain.png,Geopelia striata,3309.96,200.0
Geopelia striata_f120_c4_wind.png,Geopelia striata,1625.32,200.0
Geopelia striata_f120_c5.png,Geopelia striata,852.23,200.0
Geopelia striata_f120_c5_rain.png,Geopelia striata,3553.01,200.0
Geopelia striata_f120_c5_wind.png,Geopelia striata,1360.19,200.0
Geopelia striata_f121_c1.png,Geopelia striata,2901.17,229.74
Geopelia striata_f121_c10.png,Geopelia striata,1936.91,263.9
Geopelia striata_f121_c10_rain.png,Geopelia striata,2268.35,263.9
Geopelia striata_f121_c10_wind.png,Geopelia striata,1904.63,262.38
Geopelia striata_f121_c11.png,Geopelia striata,2453.76,208.25
Geopelia striata_f121_c11_rain.png,Geopelia striata,3287.94,204.67
Geopelia striata_f121_c11_wind.png,Geopelia striata,2440.73,207.05
Geopelia striata_f121_c12.png,Geopelia striata,2264.92,253.44
Geopelia striata_f121_c12_rain.png,Geopelia striata,2765.0,259.37
Geopelia striata_f121_c12_wind.png,Geopelia striata,2154.07,254.18
Geopelia striata_f121_c13.png,Geopelia striata,424.56,241.3
Geopelia striata_f121_c13_rain.png,Geopelia striata,4545.67,230.41
Geopelia striata_f121_c13_wind.png,Geopelia striata,1464.06,220.64
Geopelia striata_f121_c1_rain.png,Geopelia striata,3600.4,242.0
Geopelia striata_f121_c1_wind.png,Geopelia striata,2775.86,235.11
Geopelia striata_f121_c2.png,Geopelia striata,2702.45,224.49
Geopelia striata_f121_c2_rain.png,Geopelia striata,3123.73,233.2
Geopelia striata_f121_c2_wind.png,Geopelia striata,2540.44,217.47
Geopelia striata_f121_c3.png,Geopelia striata,2695.69,239.91
Geopelia striata_f121_c3_rain.png,Geopelia striata,3072.28,244.81
Geopelia striata_f121_c3_wind.png,Geopelia striata,2673.88,239.22
Geopelia striata_f121_c4.png,Geopelia striata,2192.34,250.53
Geopelia striata_f121_c4_rain.png,Geopelia striata,3228.07,251.98
Geopelia striata_f121_c4_wind.png,Geopelia striata,2175.04,251.98
Geopelia striata_f121_c5.png,Geopelia striata,2134.06,254.91
Geopelia striata_f121_c5_rain.png,Geopelia striata,3358.06,227.1
Geopelia striata_f121_c5_wind.png,Geopelia striata,2120.06,254.91
Geopelia striata_f121_c6.png,Geopelia striata,2941.9,287.79
Geopelia striata_f121_c6_rain.png,Geopelia striata,3494.62,324.9
Geopelia striata_f121_c6_wind.png,Geopelia striata,2923.47,291.72
Geopelia striata_f121_c7.png,Geopelia striata,2090.86,518.74
Geopelia striata_f121_c7_rain.png,Geopelia striata,2789.75,515.75
Geopelia striata_f121_c7_wind.png,Geopelia striata,1984.37,324.9
Geopelia striata_f121_c8.png,Geopelia striata,2044.53,512.79
Geopelia striata_f121_c8_rain.png,Geopelia striata,2755.94,506.89
Geopelia striata_f121_c8_wind.png,Geopelia striata,2000.8,509.82
Geopelia striata_f121_c9.png,Geopelia striata,2121.65,253.44
Geopelia striata_f121_c9_rain.png,Geopelia striata,2404.72,254.91
Geopelia striata_f121_c9_wind.png,Geopelia striata,2104.06,255.65
Geopelia striata_f122_c1.png,Geopelia striata,3767.51,2275.85
Geopelia striata_f122_c10.png,Geopelia striata,3591.57,982.08
Geopelia striata_f122_c10_rain.png,Geopelia striata,3686.52,982.08
Geopelia striata_f122_c10_wind.png,Geopelia striata,3298.55,973.6
Geopelia striata_f122_c11.png,Geopelia striata,3625.84,2599.21
Geopelia striata_f122_c11_rain.png,Geopelia striata,3689.53,2599.21
Geopelia striata_f122_c11_wind.png,Geopelia striata,3540.67,2629.41
Geopelia striata_f122_c12.png,Geopelia striata,2044.83,0.0
Geopelia striata_f122_c12_rain.png,Geopelia striata,4619.77,210.67
Geopelia striata_f122_c12_wind.png,Geopelia striata,2567.71,204.67
Geopelia striata_f122_c1_rain.png,Geopelia striata,3860.71,2275.85
Geopelia striata_f122_c1_wind.png,Geopelia striata,3598.13,2275.85
Geopelia striata_f122_c2.png,Geopelia striata,3548.45,2249.71
Geopelia striata_f122_c2_rain.png,Geopelia striata,3746.71,2249.71
Geopelia striata_f122_c2_wind.png,Geopelia striata,3150.88,1086.54
Geopelia striata_f122_c3.png,Geopelia striata,3695.31,2517.94
Geopelia striata_f122_c3_rain.png,Geopelia striata,3979.77,2532.53
Geopelia striata_f122_c3_wind.png,Geopelia striata,3554.25,2510.67
Geopelia striata_f122_c4.png,Geopelia striata,3287.58,2411.18
Geopelia striata_f122_c4_rain.png,Geopelia striata,3716.12,2397.29
Geopelia striata_f122_c4_wind.png,Geopelia striata,3190.28,2397.29
Geopelia striata_f122_c5.png,Geopelia striata,4133.17,2706.46
Geopelia striata_f122_c5_rain.png,Geopelia striata,4355.13,2722.13
Geopelia striata_f122_c5_wind.png,Geopelia striata,3925.34,2753.76
Geopelia striata_f122_c6.png,Geopelia striata,3676.53,2289.03
Geopelia striata_f122_c6_rain.png,Geopelia striata,3722.07,2289.03
Geopelia striata_f122_c6_wind.png,Geopelia striata,3660.53,0.0
Geopelia striata_f122_c7.png,Geopelia striata,3476.19,2302.29
Geopelia striata_f122_c7_rain.png,Geopelia striata,3572.4,2302.29
Geopelia striata_f122_c7_wind.png,Geopelia striata,3338.84,2275.85
Geopelia striata_f122_c8.png,Geopelia striata,3456.73,2425.15
Geopelia striata_f122_c8_rain.png,Geopelia striata,3983.8,2439.2
Geopelia striata_f122_c8_wind.png,Geopelia striata,3418.86,2425.15
Geopelia striata_f122_c9.png,Geopelia striata,3293.51,2411.18
Geopelia striata_f122_c9_rain.png,Geopelia striata,4005.2,2439.2
Geopelia striata_f122_c9_wind.png,Geopelia striata,3227.75,2411.18
Geopelia striata_f123_c1.png,Geopelia striata,5307.89,4525.48
Geopelia striata_f123_c1_rain.png,Geopelia striata,5376.58,4525.48
Geopelia striata_f123_c1_wind.png,Geopelia striata,5190.54,4525.48
Geopelia striata_f123_c2.png,Geopelia striata,5510.76,4525.48
Geopelia striata_f123_c2_rain.png,Geopelia striata,5546.73,4525.48
Geopelia striata_f123_c2_wind.png,Geopelia striata,5327.14,4551.7
Geopelia striata_f123_c3.png,Geopelia striata,5660.42,4551.7
Geopelia striata_f123_c3_rain.png,Geopelia striata,5684.72,4551.7
Geopelia striata_f123_c3_wind.png,Geopelia striata,5568.2,4551.7
Geopelia striata_f123_c4.png,Geopelia striata,5586.86,4551.7
Geopelia striata_f123_c4_rain.png,Geopelia striata,5623.82,4551.7
Geopelia striata_f123_c4_wind.png,Geopelia striata,5391.4,4578.07
Geopelia striata_f123_c5.png,Geopelia striata,522.73,4551.7
Geopelia striata_f123_c5_rain.png,Geopelia striata,5214.88,4551.7
Geopelia striata_f123_c5_wind.png,Geopelia striata,1816.52,4551.7
Geopelia striata_f124_c1.png,Geopelia striata,2489.14,996.36
Geopelia striata_f124_c1_rain.png,Geopelia striata,4102.77,1005.03
Geopelia striata_f124_c1_wind.png,Geopelia striata,2266.6,1002.13
Geopelia striata_f124_c2.png,Geopelia striata,2487.59,1007.94
Geopelia striata_f124_c2_rain.png,Geopelia striata,3829.78,1019.65
Geopelia striata_f124_c2_wind.png,Geopelia striata,1951.75,1099.16
Geopelia striata_f124_c3.png,Geopelia striata,2409.49,996.36
Geopelia striata_f124_c3_rain.png,Geopelia striata,3345.51,996.36
Geopelia striata_f124_c3_wind.png,Geopelia striata,2327.8,990.62
Geopelia striata_f124_c4.png,Geopelia striata,1763.04,1151.15
Geopelia striata_f124_c4_rain.png,Geopelia striata,3388.96,1157.82
Geopelia striata_f124_c4_wind.png,Geopelia striata,1856.69,1151.15
Geopelia striata_f125_c1.png,Geopelia striata,1999.91,218.1
Geopelia striata_f125_c1_rain.png,Geopelia striata,3691.78,221.27
Geopelia striata_f125_c1_wind.png,Geopelia striata,1912.62,216.85
Geopelia striata_f125_c2.png,Geopelia striata,2470.1,918.96
Geopelia striata_f125_c2_rain.png,Geopelia striata,4365.13,913.67
Geopelia striata_f125_c2_wind.png,Geopelia striata,2195.32,908.4
Geopelia striata_f125_c3.png,Geopelia striata,1355.49,216.22
Geopelia striata_f125_c3_rain.png,Geopelia striata,3969.07,208.86
Geopelia striata_f125_c3_wind.png,Geopelia striata,1944.99,216.85
Geopelia striata_f126_c1.png,Geopelia striata,2210.84,1086.54
Geopelia striata_f126_c1_rain.png,Geopelia striata,4757.86,1262.61
Geopelia striata_f126_c1_wind.png,Geopelia striata,1408.05,1131.37
Geopelia striata_f126_c2.png,Geopelia striata,2055.59,1269.92
Geopelia striata_f126_c2_rain.png,Geopelia striata,4876.61,1322.32
Geopelia striata_f126_c2_wind.png,Geopelia striata,1399.26,1255.33
Geopelia striata_f126_c3.png,Geopelia striata,2075.13,1230.22
Geopelia striata_f126_c3_rain.png,Geopelia striata,4861.07,1299.6
Geopelia striata_f126_c3_wind.png,Geopelia striata,1422.73,1171.27
Geopelia striata_f127_c1.png,Geopelia striata,3618.31,1031.5
Geopelia striata_f127_c1_rain.png,Geopelia striata,4097.84,1043.48
Geopelia striata_f127_c1_wind.png,Geopelia striata,3558.46,1037.47
Geopelia striata_f127_c2.png,Geopelia striata,3107.3,1037.47
Geopelia striata_f127_c2_rain.png,Geopelia striata,4349.21,1037.47
Geopelia striata_f127_c2_wind.png,Geopelia striata,2856.08,1037.47
Geopelia striata_f127_c3.png,Geopelia striata,2384.09,1002.13
Geopelia striata_f127_c3_rain.png,Geopelia striata,4415.81,996.36
Geopelia striata_f127_c3_wind.png,Geopelia striata,2070.18,996.36
Geopelia striata_f127_c4.png,Geopelia striata,3707.85,1049.53
Geopelia striata_f127_c4_rain.png,Geopelia striata,3856.4,1043.48
Geopelia striata_f127_c4_wind.png,Geopelia striata,3672.35,1043.48
Geopelia striata_f127_c5.png,Geopelia striata,3507.88,979.24
Geopelia striata_f127_c5_rain.png,Geopelia striata,3641.9,979.24
Geopelia striata_f127_c5_wind.png,Geopelia striata,3479.85,973.6
Geopelia striata_f127_c6.png,Geopelia striata,3262.69,973.6
Geopelia striata_f127_c6_rain.png,Geopelia striata,3508.01,973.6
Geopelia striata_f127_c6_wind.png,Geopelia striata,3232.5,973.6
Geopelia striata_f127_c7.png,Geopelia striata,2961.57,945.89
Geopelia striata_f127_c7_rain.png,Geopelia striata,4092.7,945.89
Geopelia striata_f127_c7_wind.png,Geopelia striata,2751.3,945.89
Geopelia striata_f127_c8.png,Geopelia striata,2804.69,951.37
Geopelia striata_f127_c8_rain.png,Geopelia striata,3483.34,951.37
Geopelia striata_f127_c8_wind.png,Geopelia striata,2239.84,940.44
Geopelia striata_f128_c1.png,Geopelia striata,3812.15,595.87
Geopelia striata_f128_c1_rain.png,Geopelia striata,4478.1,595.87
Geopelia striata_f128_c1_wind.png,Geopelia striata,2975.87,1092.83
Geopelia striata_f128_c2.png,Geopelia striata,4092.44,653.57
Geopelia striata_f128_c2_rain.png,Geopelia striata,4428.25,670.78
Geopelia striata_f128_c2_wind.png,Geopelia striata,3699.35,649.8
Geopelia striata_f128_c3.png,Geopelia striata,4209.54,1144.52
Geopelia striata_f128_c3_rain.png,Geopelia striata,4543.14,1144.52
Geopelia striata_f128_c3_wind.png,Geopelia striata,3516.87,1144.52
Geopelia striata_f128_c4.png,Geopelia striata,4687.89,2315.63
Geopelia striata_f128_c4_rain.png,Geopelia striata,4957.65,1134.65
Geopelia striata_f128_c4_wind.png,Geopelia striata,3121.2,962.42
Geopelia striata_f128_c5.png,Geopelia striata,4265.84,1646.88
Geopelia striata_f128_c5_rain.png,Geopelia striata,4735.82,1137.92
Geopelia striata_f128_c5_wind.png,Geopelia striata,3207.47,1131.37
Geopelia striata_f128_c6.png,Geopelia striata,4514.06,3293.77
Geopelia striata_f128_c6_rain.png,Geopelia striata,4878.45,1219.6
Geopelia striata_f128_c6_wind.png,Geopelia striata,3952.57,1314.7
Geopelia striata_f128_c7.png,Geopelia striata,3889.74,1353.23
Geopelia striata_f128_c7_rain.png,Geopelia striata,4665.21,1151.15
Geopelia striata_f128_c7_wind.png,Geopelia striata,3038.23,1137.92
Geopelia striata_f129_c1.png,Geopelia striata,3838.82,1031.5
Geopelia striata_f129_c1_rain.png,Geopelia striata,4047.3,1031.5
Geopelia striata_f129_c1_wind.png,Geopelia striata,3551.99,1031.5
Geopelia striata_f129_c2.png,Geopelia striata,4142.15,1115.16
Geopelia striata_f129_c2_rain.png,Geopelia striata,4381.69,1118.38
Geopelia striata_f129_c2_wind.png,Geopelia striata,3667.31,1111.93
Geopelia striata_f129_c3.png,Geopelia striata,4351.18,1019.65
Geopelia striata_f129_c3_rain.png,Geopelia striata,4458.0,1019.65
Geopelia striata_f129_c3_wind.png,Geopelia striata,4123.17,1019.65
Geopelia striata_f129_c4.png,Geopelia striata,4679.86,984.92
Geopelia striata_f129_c4_rain.png,Geopelia striata,4737.02,987.77
Geopelia striata_f129_c4_wind.png,Geopelia striata,4614.01,984.92
Geopelia striata_f129_c5.png,Geopelia striata,4563.51,990.62
Geopelia striata_f129_c5_rain.png,Geopelia striata,4843.44,996.36
Geopelia striata_f129_c5_wind.png,Geopelia striata,4517.14,990.62
Geopelia striata_f129_c6.png,Geopelia striata,4441.95,990.62
Geopelia striata_f129_c6_rain.png,Geopelia striata,4656.44,996.36
Geopelia striata_f129_c6_wind.png,Geopelia striata,3986.82,996.36
Geopelia striata_f129_c7.png,Geopelia striata,4660.61,2569.35
Geopelia striata_f129_c7_rain.png,Geopelia striata,4939.63,2569.35
Geopelia striata_f129_c7_wind.png,Geopelia striata,4505.01,2569.35
Geopelia striata_f129_c8.png,Geopelia striata,4846.18,0.0
Geopelia striata_f129_c8_rain.png,Geopelia striata,4885.86,0.0
Geopelia striata_f129_c8_wind.png,Geopelia striata,4773.23,0.0
Geopelia striata_f12_c1.png,Geopelia striata,5278.59,6511.87
Geopelia striata_f12_c1_rain.png,Geopelia striata,5135.55,6549.59
Geopelia striata_f12_c1_wind.png,Geopelia striata,4528.74,6549.59
Geopelia striata_f12_c2.png,Geopelia striata,4684.52,3218.54
Geopelia striata_f12_c2_rain.png,Geopelia striata,4742.89,3218.54
Geopelia striata_f12_c2_wind.png,Geopelia striata,3878.6,3218.54
Geopelia striata_f12_c3.png,Geopelia striata,5091.59,4850.37
Geopelia striata_f12_c3_rain.png,Geopelia striata,4992.18,4766.97
Geopelia striata_f12_c3_wind.png,Geopelia striata,4640.24,5381.74
Geopelia striata_f12_c4.png,Geopelia striata,4412.38,3218.54
Geopelia striata_f12_c4_rain.png,Geopelia striata,5019.54,3218.54
Geopelia striata_f12_c4_wind.png,Geopelia striata,4386.38,3218.54
Geopelia striata_f130_c1.png,Geopelia striata,2097.27,200.0
Geopelia striata_f130_c10.png,Geopelia striata,2024.35,200.0
Geopelia striata_f130_c10_rain.png,Geopelia striata,3449.24,200.0
Geopelia striata_f130_c10_wind.png,Geopelia striata,1951.49,200.0
Geopelia striata_f130_c11.png,Geopelia striata,2134.41,202.32
Geopelia striata_f130_c11_rain.png,Geopelia striata,2993.85,201.16
Geopelia striata_f130_c11_wind.png,Geopelia striata,1958.85,200.0
Geopelia striata_f130_c12.png,Geopelia striata,1881.86,200.0
Geopelia striata_f130_c12_rain.png,Geopelia striata,2754.27,200.0
Geopelia striata_f130_c12_wind.png,Geopelia striata,1853.37,200.0
Geopelia striata_f130_c13.png,Geopelia striata,1875.85,200.0
Geopelia striata_f130_c13_rain.png,Geopelia striata,3853.27,200.0
Geopelia striata_f130_c13_wind.png,Geopelia striata,1824.1,200.0
